gene_ID	Flower	Meiocyte	Microspore	Veg	Spm	Preglobular	Globular	Heart	Torpedo	BentCotyledon	MatureGreen	Seedling
AT2G17170	4.83585	54.11585	0	0	0	0	0	0	0	0	0	0
AT2G17180	0.415928	0.4951295	3.04012	0	2.963	0	0	0.0678603	0.03019515	0.151146	0	0
AT2G17190	25.4866	239.588	18.3251	14.8485	3.54176	26.7733	30.5161	24.56645	24.0954	28.1918	27.2382	6.213885
AT2G17200	26.9101	59.59225	12.0141	0.974268	0.0921123	17.8546	22.3614	17.70655	16.22835	19.4406	18.7148	14.9114
AT2G17210	0.972607	6.13416	0.0646011	0	0	0.0813055	0.237189	0.3341865	0.144089	0.158626	0.244924	0.08114
AT2G17220	9.24662	1.213359	0.468777	0	0	3.41262	5.46677	4.983795	4.78908	6.65435	10.5706	4.929205
AT2G17230	31.847	12.78035	0.0932566	0	0	110.165	40.9473	29.49275	38.76775	67.7244	131.568	15.37855
AT2G17240	52.2979	152.027	35.6231	1.30275	6.65309	271.076	243.341	252.938	361.9555	201.662	151.571	5.226675
AT2G17250	14.8067	3.986655	4.71251	0	0	69.3806	61.8372	38.76725	27.9235	17.654	11.6359	2.63272
AT2G17260	1.56383	5.867325	0.146638	0	0	0.0960003	0.718453	0.5927825	0.371398	0.119789	0.513469	0.778501
AT2G17265	21.0986	16.006	22.8379	0	0.597048	67.4635	74.461	61.6511	70.4413	69.5462	44.03	6.176
AT2G17270	9.94638	16.0134	6.84775	0.259773	2.73382	7.6051	11.4355	11.82405	8.56657	4.21801	2.343	0.4024355
AT2G17280	43.5433	0	40.9864	0.475273	0	2.60889	28.3495	16.42205	7.394645	3.3128	0.161824	7.97995
AT2G17290	4.71171	0.9703125	3.78291	25.5985	4.24527	0.191387	0.914197	1.738085	1.55213	1.56992	1.39237	23.38965
AT2G17295	0	0	0	0	0	4.35133	0	0	0	0	0	0
AT2G17300	16.681	0.375533	0	0	0	0.309489	0.335619	0.9876475	2.65277	5.8059	8.50227	1.05028
AT2G17305	0	1.7787	0.22776	0	0	0	0	0.0372442	0	0	0	0
AT2G17310	0.031244	0.593695	0	0	0	0	0	0.0485833	0.123835	0	0	0
AT2G17320	16.3603	13.94325	4.10674	4.9567	0.185375	10.8222	15.7837	21.01385	28.5863	28.9672	15.7026	3.91757
AT2G17330	0	0	0.12971	0	0	0	0	0.0185527	0.02519155	0	0.0542332	0.371956
AT2G17340	30.294	28.84575	5.58247	0	0	14.9202	15.8781	16.02405	19.89165	14.5343	21.634	13.1412
AT2G17350	18.5163	47.68045	6.56861	0	0.229644	35.3204	25.8434	25.0974	36.0231	30.2074	27.6608	7.51629
AT2G17360	203.978	266.6085	217.284	2.28665	290.807	854.9	660.628	412.3745	462.9585	243.7	205.973	77.59205
AT2G17370	11.5151	28.18325	20.7407	7.70135	48.3245	7.60408	9.94155	11.3532	23.913	67.841	92.9478	5.64575
AT2G17380	43.202	301.067	26.3379	3.48443	12.9874	68.7097	63.1898	45.1532	64.48965	37.0237	60.9505	34.5372
AT2G17390	73.4454	186.18	19.281	2.60106	2.97855	101.367	114.736	86.8672	85.80685	71.2764	69.9076	42.9115
AT2G17410	17.1289	38.2355	3.71582	38.1499	3.15816	22.497	30.4077	25.5608	14.15035	18.9964	14.7717	7.623045
AT2G17420	32.4911	189.209	45.4729	0.978612	0.976581	136.074	109.889	59.4363	58.43075	35.6212	12.1691	34.9888
AT2G17430	0.785148	0.2703685	0.0919246	0	0	0.0294807	0.10721	0.1767355	0.0734839	0.211426	0.126594	1.08372
AT2G17440	5.63913	40.10195	2.79961	45.6716	16.5254	2.73649	4.21655	5.63588	6.43733	8.89602	6.93513	4.486845
AT2G17442	11.0819	3.327176	2.36201	0	5.50734	26.3865	21.9648	24.7438	25.91395	9.28836	17.6438	0
AT2G17450	17.683	1.94795	0	0	0	0	0.272858	4.79337	38.9216	43.875	220.157	46.32715
AT2G17460	0	0	0	0	0	0	0	0	0	0	0	0
AT2G17470	1.36366	0.4995506	0	0	0	0	0	0.0104475	0	0	0	0.201919
AT2G17477	0	0	0	0	0	0.142072	0	0.1808311	0	0.270672	0	0
AT2G17480	14.8107	13.07535	0.0494443	0	0	8.39762	7.09542	12.67165	10.72055	22.4277	11.8393	12.70545
AT2G17490	0.337166	0.165801	0.0570586	0	0	0.00321844	0.466274	0.880652	0.016679021	9.0195E-06	0.0646093	0.00043939
AT2G17500	6.20187	0.6093765	1.11395	154.818	44.6214	0.448601	0.796621	0.3471275	0.189281	0.181146	0.325857	34.65765
AT2G17510	10.4193	11.772105	1.80136	7.97523	0.0493781	10.3962	12.5917	11.81615	7.4897	7.30878	5.77	3.73768
AT2G17520	7.62846	2.09672	2.05347	0.284244	3.83866	4.35137	6.4728	9.01315	10.266145	21.2451	38.3933	7.46348
AT2G17525	3.25137	16.73235	0.199719	134.906	0.069277	1.69281	1.601	1.650365	1.20337	1.01464	1.01258	0.0756
AT2G17530	9.42864	9.849325	9.98511	60.169	15.6351	9.31181	14.7471	11.59995	10.28935	9.67278	3.30893	3.326695
AT2G17540	7.457	18.88165	1.73584	0	0	1.44949	4.20665	8.867425	15.23435	18.6528	31.1178	3.991085
AT2G17550	4.66076	0.03151935	0.196514	0.345494	2.59737	0.0360782	0	0.0469983	0.203767	0.110083	0.942097	10.23231
AT2G17556	0	0	0	0	0	0	0	0	0	0	0	0
AT2G17560	161.105	119.1368	42.6413	0	32.5959	683.022	597.321	484.086	476.372	294.502	111.585	20.49115
AT2G17570	3.05052	12.5759	2.12769	0	0	6.22779	5.77292	4.608795	4.12982	4.54912	9.06214	2.3781
AT2G17580	7.06231	5.546505	1.66417	0	0	8.80883	9.53251	7.73799	5.37887	6.8329	4.99962	2.378875
AT2G17590	0	0.0300356	0.0492083	0	0	0	0	0	0	0	0	0.317525
AT2G17600	0	0.2238515	0	0	0	0	0	0	0	0	0.0528767	0
AT2G17610	0	0	0.260676	0	0	0	0	0.0143032	0	0	0.12155	0
AT2G17620	3.47614	0.7284395	0.0376871	0	0	4.44369	4.83005	5.891885	5.07424	5.85209	0.109571	0.2648375
AT2G17630	13.6659	57.87045	29.4308	0.121026	0	47.7281	36.3355	24.73735	26.96815	20.2952	6.16708	4.97297
AT2G17640	7.35766	0.3202165	5.19708	0	0	4.63246	2.72892	4.733545	6.006205	6.52059	13.451	1.878719
AT2G17650	3.03155	0.5587955	0.398814	11.4432	0	4.43311	3.6319	6.30479	7.879375	18.6995	19.1799	1.089055
AT2G17660	0.534122	3.91106	6.29432	36.3567	9.77246	0.305552	0.887832	0.917097	1.824945	13.8939	30.1456	12.4723
AT2G17670	4.92319	49.13915	4.35176	0	0.132163	17.2816	17.1183	10.62475	8.59754	4.38258	4.95566	2.4092
AT2G17680	0	0	0.099786	0	0	0	0	0	0	0	0	0
AT2G17690	0.717951	0.6701415	0.188097	2.3429	0	0.507851	2.15786	1.152539	0.344784	0.0822889	0.650932	0
AT2G17695	12.7897	2.380615	0.642372	2.69838	0	8.87036	9.69653	10.9355	16.8976	12.9992	14.8743	7.203295
AT2G17700	18.1042	117.2448	10.1673	14.8656	0.172387	13.3697	14.4101	17.0223	12.4382	23.079	30.8929	5.26075
AT2G17705	4.77152	19.52725	2.39992	0	92.9769	14.4061	12.9601	11.39648	10.6325	9.49942	9.95551	13.5189
AT2G17710	9.90266	2.58762	0.337236	0	0	4.59972	7.80094	3.53657	4.732635	1.1736	2.1338	11.7919
AT2G17720	12.2511	4.751235	4.82907	0.16956	0.282754	10.9742	13.594	11.2518	16.75855	23.2653	37.564	17.12295
AT2G17723	0	0	0	0	0	0	0	0	0.702656	0	0	0
AT2G17730	7.1589	17.0436	0.662967	0	0	5.49379	7.06066	6.21647	6.809365	7.7732	14.8064	1.91593
AT2G17740	0	0	0.170078	0	0	0	0	0	0	0	0	1.235591
AT2G17750	0	1.0263455	0	0	0	0.0508845	0.154692	0.0446965	0.02115575	0	0	0
AT2G17760	10.4161	4.41782	2.20276	0	0	5.92738	6.44801	5.525665	5.190935	5.85313	12.5385	7.993545
AT2G17770	3.45372	0	0.19644	0	0	0.145545	0.227308	8.051785	12.79635	8.44349	1.23616	0
AT2G17780	5.23354	0	1.02121	0	0	0	0.0256832	0	0.2392485	0.723165	8.82012	4.673935
AT2G17785	0.840822	0	2.7341	1.20829	0	0	0	0	0	0	0	0
AT2G17787	4.4254	100.6601	3.9351	16.4503	3.98285	4.12351	3.9192	3.96024	2.977145	3.61151	7.65077	2.999755
AT2G17790	17.1133	66.2522	2.52848	29.3648	0.090416	12.6879	13.2999	14.0424	13.23415	21.0401	23.1866	5.574785
AT2G17800	35.848	68.10695	68.5893	172.956	43.7286	66.5281	76.0433	74.9802	82.77155	69.9192	44.744	1.990045
AT2G17810	0	0	0	0	0	0	0	0	0	0	0	0
AT2G17820	3.01851	5.189025	0.554828	0	0	0.216121	0.369555	0.2380055	0.1046913	0.0359164	0.0228544	7.501195
AT2G17830	4.85614	50.9812	2.83721	0	0	4.63505	4.23927	4.102315	4.442835	3.3942	3.80852	2.034935
AT2G17840	20.4273	4.08059	0.331301	0.191726	0.665295	12.0328	19.0327	15.48265	10.400995	18.3943	64.1131	105.363
AT2G17845	0.466665	0	0	0	0	0	0	0	0	0	0.342895	0.2033845
AT2G17850	0.0863372	0	0	0	0	0.25797	0	0	0	0.41747	73.5362	2.33332
AT2G17860	0.187939	0	12.72	0	0	0.111602	0.325741	0.315045	0.1020033	0	0.174941	0
AT2G17870	27.7098	86.98745	38.3006	3.63017	24.6743	98.2118	60.7739	44.60785	42.00995	34.284	49.4365	9.24333
AT2G17880	2.8973	43.44435	1.52783	0	0	3.99795	5.79447	9.83623	27.23155	26.5921	24.5697	8.720645
AT2G17890	0.580683	3.176145	3.17999	124.02	12.3195	0.171527	0	0	0.0098135	0	0	0.2637835
AT2G17900	4.97804	40.657	4.16	0.118094	3.56408	11.5546	11.2946	9.062955	6.246435	3.82196	1.56841	1.166203
AT2G17910	0	0.153591	0.0135142	0	0	0	0	0	0	0	0	0
AT2G17920	0	0	0.0387591	0	0	0.106111	0.0774586	0.06680595	0.0308785	0	0.0554437	0.21024
AT2G17930	10.5761	139.0785	1.44336	0.193337	1.06669	2.35887	2.64684	3.332325	2.84355	4.03097	4.45966	5.0093
AT2G17940	1.80303	1.329136	0	0	0	0	0	0	0	0	0.13198	0
AT2G17950	7.55802	0	0	0	0	2.24629	1.4837	0.6901365	0.5810395	0.481227	0.31543	0
AT2G17960	0	0	0	0	0	0	0	0	0	0	0	0
AT2G17970	7.7984	31.65255	2.59168	0	0	4.31418	4.73293	4.575345	4.30438	5.87505	5.86143	2.19725
AT2G17972	18.3275	6.57842	0.703592	5.32177	0.672905	14.8784	24.525	33.82435	78.1798	36.153	3.49544	3.66866
AT2G17975	8.05766	11.00606	4.01023	1.29567	5.30277	4.42458	5.19968	5.680175	4.84248	4.64621	11.0361	1.058415
AT2G17980	20.5771	66.3182	15.1272	0.942023	0.213332	23.3028	21.7697	17.36165	14.15405	24.1496	31.4918	15.4902
AT2G17990	28.2078	158.8575	19.3238	9.1802	20.7192	23.5407	20.6417	22.88065	18.1773	16.1396	3.65202	11.51633
AT2G18000	4.57567	19.88895	1.22403	123.902	9.65831	10.7484	8.74214	6.82855	4.525995	2.3639	1.00901	0.7604065
AT2G18010	0	0	0	0	0	0	0	0	0	0	0	1.354505
AT2G18020	416.867	221.6915	1238.71	0	0	4046.41	3434.59	1849.96	2130.11	1168.08	650.534	80.3159
AT2G18030	10.1865	17.23295	24.0861	0	2.09078	35.5888	33.5279	22.7447	28.90965	21.2817	18.7106	6.62546
AT2G18040	96.4123	121.6745	220.98	0	17.948	323.158	265.837	173.0045	214.257	158.425	144.489	40.68695
AT2G18042	0.119541	0	0	0	0	0	0.481512	0.6299305	1.0204225	0	0	0
AT2G18050	2.84007	0.979315	0	0	0	0	0	0.1367655	0.175797	0.149988	1.81639	13.25565
AT2G18060	0.675177	0.618115	0	0	0	0	0	0.0813582	0.3143735	0.319041	1.13133	0
AT2G18070	0	0	0.437849	0	0	0	0	0	0	0	0	0
AT2G18080	0.328429	0.072754	1.47712	83.3554	0.915383	0	0	0	0	0	0	0
AT2G18090	11.0172	29.9938	0.547255	0.902062	0	9.87509	12.5239	12.99695	7.627145	12.7357	17.798	16.6321
AT2G18100	2.93526	52.5124	6.28984	4.61846	1.60047	1.26361	1.32397	0.913263	0.5651505	0.568751	1.30408	0.987637
AT2G18110	67.5421	126.505	37.7181	0.220267	0.128006	183.606	99.1391	66.2257	77.0221	57.8368	32.4519	14.51535
AT2G18115	8.30926	1.82341	0.125762	0	0	0.0694474	0.0941708	0.09846145	0.0642564	0	0	0
AT2G18120	0.461556	0.3558755	0	0	0	2.64708	1.02569	2.370255	1.576075	1.09424	0	0.293258
AT2G18130	10.1924	0.123794	11.9473	0	0	0	0	0	0	0	0.130887	0
AT2G18140	0.0750918	0	3.02106	0	0	0	0	0	0	0	0	0
AT2G18150	2.65434	1.649275	0	0	0	0.0800195	0	0	0	0	0	0.58078
AT2G18162	69.0795	0.5602266	0.587567	1.8036	0	43.778	28.0157	21.52315	63.57285	40.0407	72.0076	36.83885
AT2G18170	14.3724	0.057627	2.12995	0	6.97319	10.468	11.6494	9.112275	8.876	10.6183	17.5122	9.006495
AT2G18180	0.779679	1.3264915	1.37159	365.758	10.8951	0.238433	0.0745345	0.00816345	0.0205466	0.0538823	0.0659765	0
AT2G18190	1.68178	7.20239	6.83857	5.16053	0	0	0	0	0	0	0	0
AT2G18193	2.78152	2.13355	0.130648	311.901	0	0.213621	0.281399	0.08951535	0.0137688	0	0	1.738425
AT2G18196	4.54291	0.316075	0	0	0	0	0	0	0	0	0	10.598875
AT2G18200	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18210	0.0231587	0	0	0	0	0	0	0	0	0	0	16.0489
AT2G18220	15.1984	6.641935	4.3087	0	0	28.0398	24.5597	17.30345	7.16345	7.71463	6.53686	2.37559
AT2G18230	81.6619	1319.075	1.35946	0	0	72.3183	56.3453	53.36715	58.21325	29.8045	20.2968	0.55363
AT2G18240	15.3085	2.401559	1.34534	0	7.96921	5.96997	6.69891	7.457915	8.118355	9.84002	33.9277	3.6882
AT2G18245	7.24478	44.93765	5.97479	0.894064	0.520278	7.11425	7.57293	6.83085	7.54306	9.88598	5.14599	0.3458555
AT2G18250	12.0335	30.0379	12.7084	0	0	14.6893	15.4838	15.9333	17.9277	14.2161	36.857	2.594635
AT2G18260	9.29993	115.1955	9.69973	0	194.011	0.213191	0	0.05991105	0.13376	0.201876	0	0.7776515
AT2G18270	18.1489	0	0	0	0	1.93344	0	0.809024	0.5087835	2.51134	9.99302	0
AT2G18280	15.8785	4.935735	5.15069	97.2808	157.748	1.58184	0.980997	1.246605	3.96441	9.91699	23.8569	20.9678
AT2G18290	11.4627	40.54435	3.88616	1.16141	2.38409	12.9531	12.7124	11.64755	18.06425	10.3155	10.3908	5.24046
AT2G18300	0.55482	0.079227	0	6.35509	0	0.0497558	0	0	0.02185265	0.0533723	0	18.12715
AT2G18310	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18320	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18323	0	6.5395	0	0	0	0	0	0	0	0	0	0
AT2G18328	38.5017	0.54729	0	0	0	0	0	0	0	0	0	24.6378
AT2G18330	11.5118	141.1515	7.82418	0	0	33.4379	40.4407	27.04605	14.1567	9.83367	6.3186	1.80117
AT2G18340	1.53696	0.2417085	8.65024	0.259636	14.0049	23.8913	10.213	7.90167	3.28226	4.31477	7.4053	0
AT2G18350	5.00327	0	0.325861	0	0	17.8533	27.8029	20.1215	16.4959	4.03983	0.78602	10.09135
AT2G18360	0.0149791	0	0	0	0	0.641018	2.58756	1.97454	0.531767	0.304102	1.65898	6.433165
AT2G18370	0	0	0.127071	0	0	0	0.238957	0.238743	0.398387	0.136665	8.58655	58.32145
AT2G18380	3.77462	0	0	0	0	36.5482	7.47027	3.748165	5.14492	6.15161	15.543	1.579964
AT2G18390	19.4862	137.522	15.0702	1.78006	43.6056	60.8594	53.6059	46.02675	55.31505	29.8775	33.843	11.97865
AT2G18400	36.4061	36.9499	89.7229	0	4.66405	321.447	245.066	147.87	150.7105	66.0081	51.3804	13.9514
AT2G18410	9.4554	19.038	3.23621	0	0	34.982	29.7162	19.9997	18.59695	12.8647	15.6822	2.11056
AT2G18420	8.36134	0	0	0	0	0.13239	0	0.07565195	0.1244005	0	0	0
AT2G18440	94.955	87.6181	10.2487	294.982	118.706	42.2035	25.4588	36.29605	72.58325	46.467	94.5881	46.8128
AT2G18450	0.276797	7.16212	0.109368	0	0	1.31836	1.3092	0.547662	0.162878	0.192099	0	0
AT2G18460	2.64085	15.8091	4.4	3.16701	0	0	0	0	0	0	0	0
AT2G18465	7.13769	1.385815	13.5471	10.1376	0.436397	20.5675	13.6101	11.6175	12.6495	14.2166	19.2258	2.436421
AT2G18470	4.01422	1.4250185	11.9997	63.09	26.6402	1.32451	0.0334784	0	0.04344	0	0	0
AT2G18480	0.73098	0.499692	0.207067	0	0	0.0679941	0.0281466	0.0225767	0.0621472	0	0.194912	0.2951255
AT2G18490	0.0347859	0	0	0	0	0	0.13266	0.1096077	0	0	0	0.2657805
AT2G18500	2.03841	0.9536295	0.173126	0	0	20.2233	31.6578	18.05965	8.75357	4.8969	8.31239	1.636545
AT2G18510	17.2069	228.723	13.8472	0.220714	0.215718	51.3149	41.4522	31.0351	24.69545	25.1696	12.2269	3.36473
AT2G18520	5.27367	24.1842	4.81525	0	0.459218	10.7865	9.51431	6.84345	6.648235	5.55071	4.83275	0.1184095
AT2G18530	0	0.2471825	0	0	0	0	0	0	0	0	0	0
AT2G18540	0.0500322	1.0110045	0.0763618	0	0	0.0317591	0	0.0313641	1.67466	67.1396	350.303	0
AT2G18550	0.603419	0.1615215	0	0	0	0	0	0	0	0	0	0
AT2G18560	1.61458	0	0	0	0	0	0	0	0.03455445	0	0	1.516515
AT2G18570	1.97521	0.240023	0	0	0	0	0	0	0	0	38.1821	1.50982
AT2G18580	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18590	0	0.687165	0	0	0	0	0	0.0105805	0.02698055	0	0.0788235	0
AT2G18600	4.5536	32.63955	32.4051	6.13422	1.40309	13.7036	4.42725	3.850475	2.649515	2.51994	7.79124	0.922348
AT2G18610	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18620	0.27375	0.2988155	0.109619	0	0	0	0.827163	0.737337	0.377093	0	0	1.118575
AT2G18630	18.7971	0.7283155	0	0.0853682	0	17.9236	21.9809	22.0324	22.71275	39.3052	19.0751	6.492335
AT2G18640	0	0.289736	0	0	0	0	0	0.0367357	0	0	0.241821	0.800165
AT2G18650	1.0866	0.181391	0.0561179	0	0	19.9135	14.6775	10.4136	15.70545	14.9579	7.00457	1.515554
AT2G18660	0.798935	0.1967925	0	0	0	0	0	0	0	0	0	0.2645905
AT2G18670	2.22353	0.0342398	3.0603	58.7777	1.49754	2.39811	1.53333	2.77697	11.179	11.242	25.5116	5.069895
AT2G18680	0	0	0	4.19436	2.80596	0	0	0.0399747	0.02487205	0	0.142091	0
AT2G18690	0.223585	0.2378905	0.166397	0.0898401	0	0	0	0	0	0	0	13.36355
AT2G18700	10.9824	131.771	2.32881	3.67199	0.828947	2.70991	2.91642	5.9311	5.052165	3.67759	2.63429	28.22945
AT2G18710	28.7877	16.4374	4.41133	0.5623	3.59108	15.818	29.2667	40.0538	63.89045	46.2977	17.3463	9.563965
AT2G18720	0.444536	0.319971	0.0776588	0	0	0.109188	0	0.0106333	0.01117285	0	0	0.241491
AT2G18721	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18730	21.3849	2.417957	1.18856	4.41243	1.6487	6.43161	3.63514	4.20006	5.51942	3.38424	1.13002	15.41885
AT2G18735	5.53715	1.485675	0.143589	0	0	2.41131	5.45417	11.09785	24.47575	17.4526	33.4524	6.18474
AT2G18740	95.6551	63.7822	28.2945	0.500261	0.373754	439.243	385.499	263.542	374.3445	158.161	176.64	15.9468
AT2G18750	19.5258	10.94285	1.20814	0	0	9.06207	10.0107	11.10335	8.5347	10.1436	14.0582	21.83775
AT2G18760	3.72735	24.3586	0.443654	5.39797	0.0406012	0.834655	1.36397	1.19976	0.5441935	1.44728	1.68434	1.3150755
AT2G18770	13.6344	54.919	7.85321	2.88622	14.2942	14.1831	13.6091	12.66225	17.4275	18.0407	29.0713	2.712895
AT2G18780	3.05273	12.91425	0.800176	6.68529	1.18108	10.3755	7.2536	5.87445	5.47883	6.35911	5.44382	0.4506065
AT2G18790	17.8655	178.334	0.684005	1.43656	0.136354	3.10647	3.07839	3.60658	3.776995	6.95438	2.54768	7.140045
AT2G18800	0	0	0	0	0	0	0	0	0	0	0	1.457717
AT2G18810	0.125456	1.188721	0	0	0	0	0	0	0	0	0	0
AT2G18820	0.00168402	0.8427375	0.0789633	0	0.445653	0	0	0.006239095	0	0	0	0
AT2G18830	0	0	0	0	0	0	0	0	0.2177085	0	0	0
AT2G18840	12.3778	94.08145	13.5951	0	116.146	14.4018	9.7154	8.76332	10.97825	16.9999	33.7222	2.443145
AT2G18850	6.52022	2.65504	1.1503	0	1.56938	9.87432	11.1586	11.1715	10.51724	10.4278	8.6596	2.68722
AT2G18860	7.47484	0	0	0	0.299987	7.12615	3.84358	4.629135	3.594615	1.5131	3.63129	7.01649
AT2G18870	0.0317594	0	0.264255	0	0	0	0.0657497	0	0	0	0	0
AT2G18876	13.2552	404.893	5.98254	0	15.1164	29.6601	25.298	18.5116	11.9293	6.25281	0.37447	3.16248
AT2G18880	0.172378	0.602004	0	0	0	0.0344002	0.103227	0.0366589	0.01730125	0	0	0
AT2G18890	9.26681	0.7552705	0	0.491611	0	56.9431	45.5497	28.25565	19.57125	17.4647	0.0756064	4.151685
AT2G18900	9.46805	39.0764	3.63918	0	0	31.846	34.2691	26.2852	17.38715	12.021	4.83143	1.78767
AT2G18910	16.9756	0	1.22718	0	0	160.023	111.781	76.4701	75.61375	42.3532	28.6441	12.46655
AT2G18915	5.25158	8.179575	1.7302	0	1.77558	4.37143	7.0823	6.648375	5.828095	8.28012	13.5501	8.014945
AT2G18917	0.138749	1.61912	0.162633	0	0	0.893404	1.09297	1.336195	0.9416645	1.41168	1.37349	0.7714785
AT2G18920	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18930	0	0	0	0	0	0	0	0	0	0	0	0
AT2G18938	0.424	0.791455	0	0	2.91907	1.80882	2.83625	1.872755	2.870835	3.83208	7.90248	0
AT2G18940	9.7787	21.1008	1.69579	0.824494	13.0381	5.25628	7.78411	6.77875	6.00476	7.34007	4.60417	2.680455
AT2G18950	30.1192	1.438638	0.120789	0	0	14.1843	27.4684	34.81335	60.6534	79.7542	76.0594	2.299415
AT2G18960	66.1942	124.979	11.2565	1.34392	85.4622	83.1729	73.8665	60.03785	50.74845	104.323	141.574	58.34035
AT2G18969	1.69E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.83E-06	2.56E-01	1.43E+00
AT2G18970	1.11661	0	0	0	0	0	0	0	0.01944545	0	0.00179311	0
AT2G18980	0	0	0	0	0	0	0	0	0	0	0	6.615245
AT2G18990	28.4551	97.2319	15.6885	14.0864	22.6147	47.8567	42.6783	29.12	38.50705	21.6292	19.5314	5.69632
AT2G19000	2.60415	0	142.983	4.24472	9.63532	0	1.58568	0	0	0	0	0
AT2G19010	0.525027	0.3206005	3.17226	57.1129	0.84944	0	0.164722	0	0	0	0	0
AT2G19020	0.874742	0	0	0	0	0	0	0	0	0	0	0
AT2G19030	3.83294	0	16.9525	0	0	0.0002454	0	0	0	0	0	0
AT2G19040	0	0	0	9.82647	0	0	0	0	0	0	0	0
AT2G19045	0	0	0	2.55762	0	0	0	0	0	0	0	0
AT2G19050	0.028468	0.1857845	0.149055	19.658	7.35679	0.870383	0.0713409	0	0	0	0	0.281986
AT2G19060	2.36E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.29E-06	0.00E+00	0.00E+00	0.00E+00	2.40E-01
AT2G19070	81.5274	0.0620945	0.0598205	0	0	0	0	0.159272	0.202759	0	0	0
AT2G19080	21.9251	141.344	14.5419	0	0.27785	47.7542	42.4892	29.2566	26.3496	21.3445	34.4695	5.88257
AT2G19090	6.48895	0.6370355	0	0	0	8.04697	10.4079	12.71055	8.113975	10.5609	3.13874	1.9495
AT2G19100	0.000759548	0.1616166	0.0182636	0	0	0	0	0	0	0	0.0187627	0
AT2G19110	56.8309	1.1009255	62.6173	0	0.0990166	6.02844	5.39832	2.31272	0.906818	1.52046	0.622623	6.776705
AT2G19120	1.17835	67.5002	1.17887	0	0	1.08117	1.72365	1.73713	0.9307225	0.940384	0.713051	0.973219
AT2G19130	0.934767	0.47778	0.12227	0	0	0.0768408	0.0745357	0.1248345	0.154495	0	0	0.969861
AT2G19140	0.00483298	0.313639	0.0346406	0.0486639	0	0	0	0	0	0	0.0263256	0
AT2G19146	0	0	0.501634	0	0	0	0	0	0	0	0.291244	0
AT2G19150	0.0725089	0	0.134314	0	0	0.128364	0	0	0	0	0	0
AT2G19160	6.83227	33.79165	2.97671	8.54361	0.243156	9.13493	10.0087	8.105995	6.38311	7.61858	5.33605	7.137435
AT2G19170	21.1862	1.94312	0.427717	0	0	3.00733	4.03155	7.574575	5.01633	6.96031	2.91587	0.9788855
AT2G19180	20.093	18.27025	9.0074	165.606	151.037	43.092	37.6573	32.97275	41.80735	27.5265	46.5839	3.67469
AT2G19190	0.0126823	0.1993095	0.0433652	6.70777	0	0.0679397	0.0622581	0.032712	0.0217932	0.0310173	0.0994561	0.0594725
AT2G19200	0.078626	0	0.185851	0	0	0	0	0	0	0	0.0792328	0.2972565
AT2G19210	0.0269008	0.0607905	0.143	0	0	0	0	0.009009225	0.01570265	0	0	0
AT2G19220	0	0.0743745	0	0	0	0.300045	0.171683	0	0	0	0	0
AT2G19230	0.015023	0.5077355	0	0	0	0	0	0	0	0	0.0309874	0
AT2G19240	0.566172	26.2265	0.119378	0.882552	0	0.983931	0.663379	0.845095	0.435751	0.525415	0.60596	0.2572615
AT2G19250	2.60442	23.3564	0.138947	0	0	0.743647	1.28216	1.799745	1.515645	1.53718	3.2895	0.3805835
AT2G19260	5.03766	92.29655	0.718546	0.735858	2.21641	4.35541	5.69453	5.718105	3.926145	5.95648	9.11522	1.62264
AT2G19270	23.6776	239.7255	11.7668	5.09967	5.69026	55.0775	49.1759	39.64795	35.8339	31.2071	28.805	6.66863
AT2G19280	2.78468	10.47965	0.519454	0	0.487466	1.2514	1.09317	1.56866	1.22371	1.29168	1.78892	0.726411
AT2G19290	0	0	0	0	0	0	0	0	0	0	0	0
AT2G19300	0	0	0	0	0	0	0	0	0	0	0	0
AT2G19310	12.7521	0.833752	0.724605	0	0	3.32987	0	0.1369235	2.828245	1.46649	14.8131	15.02905
AT2G19320	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.33E-02	6.86E+00	1.02E+03	0.00E+00
AT2G19330	4.04378	2.57777	24.5114	723.533	67.4037	0.450272	0.314978	0.298581	0.387794	0	0.818761	0
AT2G19340	14.3214	36.4278	24.7095	4.89543	376.645	55.163	44.1197	34.67315	46.165	33.5694	34.2991	1.388754
AT2G19350	12.6983	8.45356	13.0185	0	0.953566	28.5513	23.9235	22.72105	30.75605	22.8104	60.3007	4.63389
AT2G19360	0	0	0.380655	0	0	0	0	0	0	0	0	0
AT2G19380	2.22492	47.38475	1.99179	0.112606	2.23726	2.98574	3.70956	3.329	2.36312	2.68415	1.92081	0.3617625
