gene_ID	Flower	Meiocyte	Microspore	Veg	Spm	Preglobular	Globular	Heart	Torpedo	BentCotyledon	MatureGreen	Seedling
AT1G01010	2.19098	0.283003	0.0837427	0	0	1.09309	1.41074	0.9013945	0.5081765	0.299473	0.756401	2.629755
AT1G01020	10.5642	1.353115	7.27618	0.345402	42.728	15.22	17.4065	17.9913	19.06905	7.3944	17.1711	1.038612
AT1G01030	3.20901	0.444976	0.188794	0.252522	0	0	0	0.2442044	1.446395	3.43589	2.14277	0.0837475
AT1G01040	10.4257	2.339045	0.680465	2.51604	11.0036	0.911277	1.35262	1.498765	1.361555	2.05902	2.46223	3.924095
AT1G01046	9.03419	0	0	0	0	0	0	0.0714205	0	0.775412	0	6.13285
AT1G01050	54.9029	23.9843	239.698	5.03385	24.6643	111.857	104.702	84.8293	93.14715	63.7062	58.7449	7.025775
AT1G01060	2.06563	0.9187995	1.61951	0.165681	0.461985	2.31529	2.94371	3.081165	1.672115	11.134	3.50779	0.75793
AT1G01070	0.888601	0	0	0	0	0	0	0	0.129004	0	0.14526	6.246165
AT1G01073	0	0	0	0	0	0	0	0	0.453067	0	0	0
AT1G01080	27.7207	6.6507	1.44921	0	0	13.9899	24.649	37.9188	58.49535	40.4757	8.5701	14.6892
AT1G01090	81.5274	55.83045	42.9721	0.785983	0.11759	188.853	224.84	295.0205	557.8065	1082.23	540.629	26.7598
AT1G01100	596.385	307.1035	605.619	0	23.1945	4350.37	2608.41	1895.3	2470.66	1152.6	858.667	166.7295
AT1G01110	8.20153	1.076101	0.048484	0	0	19.1216	25.693	19.229	8.233575	5.82457	3.17919	0.9423515
AT1G01115	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01120	18.1552	0.989107	0.20871	0	0	9.05409	23.8969	21.2892	17.9428	20.9227	5.72579	38.80595
AT1G01130	7.06672	1.888225	6.31832	0	0	12.7864	12.8938	22.4562	38.8736	33.3238	31.3752	1.828315
AT1G01140	24.9889	0.3343725	5.31446	12.9752	10.2831	8.04986	13.2483	13.60835	18.6026	34.7211	15.0042	18.8133
AT1G01150	1.52923	0.443589	0.0550386	0	0	0.717041	1.00006	0.565053	0.3122545	0.0752078	0	0
AT1G01160	30.3725	16.52125	8.26296	0	0.968014	111.467	114.792	80.10515	70.2631	59.9553	69.55	5.655555
AT1G01170	68.1186	4.50928	0.273421	0	0	79.3591	121.985	158.102	402.4725	182.547	285.662	36.2797
AT1G01180	0.592675	8.560015	0.510659	0	0	0.966125	0.702308	0.544114	0.1358215	0.365817	3.01407	8.24216
AT1G01183	0	0	0	0	0	1.49514	0	0	0.50351	0	0	0
AT1G01190	0.072431	0.1059405	0.236888	0	0	0.0362781	0	0.0280742	0.02075515	0	0.179562	3.763805
AT1G01200	1.31895	0.393663	0	0	0	0.35938	0.617312	0.3692045	0.1391725	0	0.425358	1.405677
AT1G01210	17.7395	13.55137	77.6611	0	0	115.641	74.0465	44.7737	50.1805	21.8295	26.3142	3.389545
AT1G01220	8.01176	29.7978	2.10738	0	0	1.51549	1.39724	1.925135	1.70282	1.69263	1.26507	2.131635
AT1G01225	5.39313	0.981375	6.86744	0	0	4.51552	7.58931	12.5437	22.10765	30.0097	52.5301	2.994295
AT1G01230	20.3376	35.52315	22.2085	0.811579	0.29755	25.6308	20.0594	17.1057	30.45455	37.0945	163.16	11.9704
AT1G01240	7.36091	1.18453	4.76271	0	0.0970777	0.285481	0.559773	2.881755	5.06061	4.86444	35.491	8.36153
AT1G01250	8.70741	0	0.14093	0	0	0.0885274	0	0.915738	1.60576	19.7148	418.5	1.0445985
AT1G01260	7.90387	1.074388	0.873637	20.0694	1.55669	6.7574	8.83496	8.735075	7.177545	11.3104	20.5022	7.797355
AT1G01270	0	0	0	0	0	0	0	0	0	0	0	4245.265
AT1G01280	37.7853	0	0.219094	0	0	0	0	0	0	0	0	0
AT1G01290	15.9393	3.265515	9.90175	0	0	17.1783	18.3092	13.58	15.92895	11.3515	15.5956	2.22306
AT1G01300	74.1625	1.142477	1.17812	0.160635	0	343.496	140.614	93.0939	137.2965	196.594	310.199	17.9011
AT1G01305	0.289979	0	0	19.6808	0	1.8279	0.439511	0.330219	0.5948205	0.351683	30.8407	0
AT1G01310	1.35321	3.331865	26.0657	18.2753	42.5287	16.1754	3.27263	0.6370365	0.908986	0.659039	5.02737	0.200833
AT1G01320	33.1117	62.6735	0.691143	7.34815	186.871	3.09368	8.77593	11.70205	12.56935	16.7668	5.83378	12.16245
AT1G01340	0.719376	4.984885	0.754455	4.14891	120.385	0.132718	0.0471513	0.0664902	0.02710495	0.0335292	0.039351	0.8621955
AT1G01350	16.052	15.9312	12.7322	0.238576	0.129771	27.8489	26.1178	20.7926	17.4547	13.8756	26.9271	3.44344
AT1G01355	0.928676	0.0833815	4.29633	0	0.963189	0	0	0	0	0	0	0
AT1G01360	10.7518	0.617597	3.15804	1.5895	13.0849	14.9162	18.521	13.4077	9.948935	8.08379	38.6012	6.72532
AT1G01370	12.6467	8.780455	1.4632	0	7.1038	90.1564	87.2562	54.77865	40.6897	20.5869	1.08475	1.167988
AT1G01380	0.669616	0.842815	0	0	0	0	0	1.187055	3.039475	0.718024	3.01915	5.485535
AT1G01390	0.21119	0	0.101437	0	0	0	0	0	0	0	0	0.5527135
AT1G01400	3.16784	21.49965	0	0	0	0	0	0.01320795	0	0	0	0
AT1G01410	0.0838727	2.45829	0	0	0	0	0	0	0	0	0	0
AT1G01420	0.159231	0.648856	0	0	0	0	0	0	0.02084005	0.127876	0.173102	3.51678
AT1G01430	8.99282	7.882325	3.03971	0	0.377619	2.33861	3.01079	4.884225	21.5508	38.9646	34.1583	20.6938
AT1G01440	4.5761	22.9291	0.676656	2.37946	0.0881178	2.18262	2.72741	3.349885	2.433555	2.06093	2.77948	3.007505
AT1G01448	5.9384	43.3061	0.613759	0.0408256	0	2.34882	3.65685	4.78664	4.94322	4.56969	11.2585	1.138357
AT1G01450	0.382179	9.454735	0.150767	0	0	0.711069	0.638977	1.152615	1.05928	0.964926	1.42199	0
AT1G01453	0.0423494	1.8056875	0.161947	0	0	0	0	0	0	0	0	0.778341
AT1G01460	0.40356	2.170635	1.33075	736.203	180.222	1.17565	0.0582132	0	0	0	0	0
AT1G01470	11.4402	0.82657	0	0.456417	0	0	0	0.04369605	0.196045	1.05829	3.30609	36.22175
AT1G01471	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01480	0.152413	0.106562	0.397243	0	0	2.04364	0.563439	0.160016	0.0672346	0	54.0471	0.2647835
AT1G01490	22.3136	3.076495	1.57472	0.577703	0.43307	14.3046	13.0136	17.3954	39.97145	72.5991	353.736	6.71647
AT1G01500	8.57211	10.4634	9.82877	84.4592	153.407	1.85336	1.11212	1.87333	4.41189	14.8005	34.3165	3.399895
AT1G01510	17.8668	64.3388	4.95421	82.8278	0	26.9547	31.4019	31.2741	24.42855	29.2683	15.2009	7.620205
AT1G01520	0.606736	0	0.29405	48.3699	0	0.149686	0	0.1723055	0.131158	0.606931	0.50038	0
AT1G01530	0.0179737	0	0	0	0	0.121179	0.146493	0.111035	0.0355351	0	0	0
AT1G01540	19.3914	1.612056	3.62652	0	0	12.5433	16.694	17.09395	19.2007	26.239	28.9452	12.37925
AT1G01550	49.6357	2.4373	10.2351	1.97759	0	27.8146	29.8021	31.32315	34.819	68.6983	102.322	62.97455
AT1G01560	0.96267	0.0740065	0	0	0	0	0.111456	0.05103125	0	0.137139	0.0559227	2.652965
AT1G01570	2.2742	0.4118835	1.11245	0	0.432562	1.84939	1.91932	0.9622925	1.346525	0.51876	1.05752	1.8862
AT1G01580	0.288547	0	0.129278	0	0	0.0515516	0.321551	0.1052495	0.220715	0.160885	0.298175	0.6885735
AT1G01590	2.9901	0.03604475	0	0	0	0	0	0	0	0	0	0
AT1G01600	22.225	2.65209	0.533718	0	0	14.6229	19.3142	5.998665	5.628605	6.60579	3.65023	2.475975
AT1G01610	29.9586	102.6535	0	0	0.168834	21.4246	17.8154	2.68609	3.58165	1.15207	2.55408	9.12153
AT1G01620	144.976	0.733005	0.381099	0	0	457.891	399.79	287.282	557.9415	554.244	154.582	148.008
AT1G01630	23.623	4.123125	0.578447	0	0	79.4346	44.5661	6.0071	2.19161	0.624335	0.495772	7.13783
AT1G01640	4.34204	27.18305	35.0305	0.120795	3.86155	7.09591	1.64527	0.460209	0.335465	0.101336	2.12161	1.53765
AT1G01650	16.0429	26.2233	0.565084	9.43137	3.75253	6.40514	3.39075	4.21483	6.444445	5.42644	8.53213	6.361925
AT1G01660	1.04813	17.58445	0.451641	0	0	0	0	0.02566245	0	0	0	0
AT1G01670	1.97617	12.3672	1.6296	0	0	0.351573	0.0903262	0.0696552	0.06159575	0	0	0.2476395
AT1G01680	0.103831	0.683035	0	0.125512	0	0	0	0	0	0	0	0
AT1G01690	7.65694	155.291	2.52044	0	0	12.6382	15.4664	11.9896	6.895695	5.99609	1.28099	0.9985375
AT1G01695	1.02282	0.81909	0.165924	0	0	0.543077	0.394494	0.2668995	0.622286	0.245348	0	0.3904365
AT1G01700	2.41346	0	0	0	0	1.63579	1.6422	1.28641	0.7324715	2.30047	0.498676	0.3508465
AT1G01710	13.2939	54.0588	5.25146	7.48763	0	8.97481	8.90202	9.43189	8.87635	5.43359	7.2118	5.385425
AT1G01720	12.223	2.563	3.6222	0.110785	0	32.4109	14.9488	16.1949	24.91095	85.8023	294.23	11.94335
AT1G01725	17.0704	0	5.95711	0	19.8496	2.53185	1.44294	2.335105	3.919705	6.96974	70.1405	9.55045
AT1G01730	25.7188	20.78385	4.14339	0	0	47.0594	43.3328	34.3923	30.20455	23.8443	9.74115	5.750805
AT1G01740	2.3136	5.406015	0.74423	0	0	1.79725	2.34441	2.21961	1.533215	1.28838	0.444531	0.626015
AT1G01750	1.44051	15.13875	1.76118	0	0	1.06311	1.21929	1.430355	1.261345	0.481927	0.734785	8.07803
AT1G01760	1.6399	38.34975	0.494001	0	0	4.21899	4.11237	4.222235	3.61058	3.85769	1.42309	1.066863
AT1G01770	4.65636	56.45365	2.54795	0.763122	1.2787	2.2297	3.36887	3.693535	3.07046	3.33363	3.99647	1.65215
AT1G01780	13.865	36.23875	122.983	288.834	130.771	4.6537	9.50436	4.73017	4.21036	3.54946	10.8371	1.003678
AT1G01790	16.9163	23.5052	0.272623	54.4508	0.118096	1.64346	3.5016	5.161765	4.139235	7.0488	1.68621	11.15645
AT1G01800	30.3239	0.815745	6.23171	0	0	35.7614	32.5417	29.23315	39.01875	40.7126	75.6306	26.9903
AT1G01810	2.96151	12.488725	9.358	0	0	12.2787	9.31852	6.257595	8.294125	4.08358	16.7124	0.3328655
AT1G01820	36.8459	5.128525	7.74848	0	0	26.7588	31.5802	34.9236	36.83525	29.6	72.9432	11.7305
AT1G01830	13.6989	1.427882	1.11281	0	0	8.94771	14.702	14.4544	10.8705	14.1403	5.09664	5.028155
AT1G01840	2.9656	0	0.950486	0	0	12.4433	13.3008	12.38795	12.5739	4.86763	5.01721	0.869228
AT1G01860	6.76201	2.60945	1.11179	15.1797	1.10103	4.7707	5.41598	10.35615	11.10995	11.127	10.0904	0.79004
AT1G01870	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01880	3.48439	13.58075	1.59962	54.3872	50.2728	5.21756	5.6047	5.12052	2.93606	3.71673	2.48551	0.478052
AT1G01890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01900	2.97297	0.5192735	0.0747044	0	0	0	0.262111	0.7665375	8.381925	1.14566	0.257529	0.9996945
AT1G01910	27.9564	85.77305	22.6376	0.251923	7.51275	45.8616	55.5184	40.68185	51.00605	47.172	54.5532	10.188425
AT1G01920	12.0055	51.56595	4.59688	0.579775	0	11.0309	16.6439	13.5715	9.533115	5.54134	6.61864	2.463015
AT1G01930	6.90592	47.4083	5.05564	4.847	19.2955	6.49815	7.25739	5.970825	4.08192	5.36743	7.07444	1.84165
AT1G01940	20.2807	76.03455	12.0885	0	0.653858	117.075	96.2722	60.3334	58.2149	24.5103	15.2766	4.360705
AT1G01950	9.85523	41.1066	1.78354	0.0683873	0	4.71471	6.22906	6.35035	4.34477	7.59595	7.06955	7.905705
AT1G01960	16.1277	133.0905	3.13666	0.599877	0.330881	11.5511	11.1279	11.6765	9.618185	15.2702	10.1463	12.26245
AT1G01970	9.07056	6.03854	1.78989	61.7266	0.109693	3.66526	6.53425	9.146395	14.1722	14.668	15.8547	3.255705
AT1G01980	0.626003	3.747145	6.37475	210.728	958.604	8.04119	1.14592	0.04427485	0.1190935	0	0	0.0926605
AT1G01990	9.98283	8.39877	6.49811	0.342086	10.0121	26.2009	25.2002	22.4278	27.18235	27.3808	37.4511	5.860275
AT1G02000	4.89166	24.88955	12.9436	225.341	200.901	14.0019	7.9177	4.03534	3.459985	2.00717	0.79431	2.539705
AT1G02010	6.47784	33.27895	10.9228	974.947	21.6663	0.537119	1.00635	0.991825	0.7586805	1.17164	1.04761	1.637815
AT1G02020	4.20261	8.25466	1.34695	4.18269	1.1407	4.16843	4.93485	6.35301	6.90241	10.061	4.9883	1.639615
AT1G02030	0.599367	0.326001	0.22475	12.0624	0	0.0438904	0.399343	0.144167	0.1856045	0.379896	0.0613697	0
AT1G02040	3.52163	0.739825	53.8614	0	0	0.0667803	0.0808435	0.05605945	0.136204	0	1.86072	0
AT1G02050	157.953	16.6691	2.82462	0	0	2.77109	2.71059	2.9786	1.67549	1.46055	2.65776	1.22408
AT1G02060	4.3025	23.95105	0.271795	0	0	1.25833	2.48343	3.0027	1.67958	2.24163	1.1632	0.6287
AT1G02065	14.73	1.83217	0.231072	0	0	0	0	0	0.1482236	0.123505	0.0682721	0
AT1G02070	4.26713	0	0	0	0	0	0	0.2035565	0.3096335	0	0.674344	0
AT1G02074	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02080	21.1896	150.639	3.0587	91.3649	13.8199	6.61058	6.16533	6.95208	5.66877	5.38648	7.1424	7.61113
AT1G02090	33.9423	158.581	26.3071	2.5947	0.626187	156.062	133.316	95.3233	83.7491	43.4697	30.5645	3.94998
AT1G02100	16.0956	145.275	6.73229	146.88	9.09839	31.8564	32.9636	25.36675	23.454	14.4788	14.4355	3.672495
AT1G02110	9.88915	66.96855	1.18424	1.15335	0	23.9771	20.745	22.98595	17.65425	25.7364	5.52516	1.230645
AT1G02120	22.6854	241.728	2.07467	7.52274	0.794887	3.03168	4.99177	8.12199	6.05306	10.5848	8.61808	13.66535
AT1G02130	37.537	52.9023	58.1567	0.231255	11.8466	140.754	109.933	96.2138	100.27005	62.895	50.8965	13.474
AT1G02136	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02140	129.593	57.271	104.814	36.8512	372.071	872.941	714.158	434.643	507.6575	298.621	389.349	47.36735
AT1G02145	14.6263	10.2115	3.49035	2.90626	1.75913	12.4941	11.814	11.1115	10.8511	11.748	11.038	4.37275
AT1G02150	25.133	11.29192	2.48483	0.239297	0	24.4501	38.6889	51.61545	70.97585	80.8389	13.0986	12.7457
AT1G02160	49.35	15.62065	37.0069	0	37.3934	157.199	123.365	106.408	152.0655	65.7548	164.412	14.82865
AT1G02170	7.97815	76.82715	9.68524	1.87441	3.83969	22.7083	16.5169	12.60315	17.69885	20.4412	7.38149	7.86266
AT1G02180	8.13349	5.183635	0.85152	2.51248	0	40.5539	40.6041	31.33235	32.9822	18.7221	10.5342	1.531091
AT1G02190	51.0758	1.54307	0.0355217	0	0	0.0295635	0.212507	0.0336897	0	0	0.0415062	0
AT1G02205	159.66	1.8912	0.13411	0.0880039	0	0.189532	0.117248	0.1019464	0.0720426	0	0.0864958	6.374735
AT1G02210	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02220	0.333442	0	0.285069	0	2.41669	0.203147	0	0.03897295	0	0.235402	1.44292	1.3746175
AT1G02228	0	0	0	0	0	0.0950689	0	0	0	0	0	0
AT1G02230	0.1591	0	0	0	3.93017	0.0509493	0	0.02965355	0.02590185	0.14578	0.0880096	0.172959
AT1G02250	0.220945	0.283474	0	0	0	1.59984	0.0804263	0.01327155	0	0	0	0
AT1G02260	9.90091	2.340175	1.20833	0	0	6.11937	1.95483	2.945525	2.790625	4.03354	12.291	2.643045
AT1G02270	9.44352	27.46675	3.9057	0	0	7.39056	9.06131	10.60601	11.26885	12.7444	20.7758	7.31663
AT1G02280	42.8326	24.3639	19.4238	0.19424	0	66.9243	89.6036	97.34215	172.8265	111.665	37.9053	11.34715
AT1G02290	7.97751	68.37965	0.282338	0	0	7.34496	7.04632	8.327205	7.93961	11.585	7.61099	2.47875
AT1G02300	12.5013	0.088684	0	0	0	0	0.0329982	0.2275645	0.6822115	0.0767719	0.0711019	0.75875
AT1G02305	31.5732	15.66705	3.17936	12.668	2.34628	20.3936	33.7934	41.5076	66.2847	86.2382	208.64	23.9018
AT1G02310	0.40787	0.397857	0	0.885466	0	0	0	0.1012734	0.398821	0.114249	87.4178	4.14545
AT1G02320	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02330	34.3258	68.771	10.4207	7.79092	0.512142	61.9492	67.225	45.4984	40.85615	38.966	51.4684	7.223835
AT1G02335	8.3352	0.530965	0	0	0	0	0	0	0.7936445	2.88628	0	2.713965
AT1G02340	7.97994	0	0	0	0	0	0.0616889	0.1520987	15.13255	6.59379	0.107368	8.7327
AT1G02350	3.48886	0.437344	2.21085	0	34.1458	3.06295	4.29238	5.522025	10.84185	5.14364	5.49121	0
AT1G02360	0.0460042	0	0	0	0.316017	0	0	0	0	0	0	7.005655
AT1G02370	9.81417	9.54516	5.24461	0	0	19.6525	25.5038	15.6682	11.8699	9.44085	8.3304	1.159925
AT1G02380	2.82492	0.8686585	0.353044	45.3166	68.536	9.75003	6.16034	6.837305	4.814545	3.54796	7.79306	0.9302125
AT1G02390	0.202984	0.153157	0	0	0	36.1388	38.2777	45.5789	41.02615	64.4901	24.0429	1.564445
AT1G02391	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02400	1.25672	0	0.148832	0	0	0.101635	0	0.00870015	0.014126	0.147423	0	38.26785
AT1G02405	0.205889	1.31138	0.591561	0	0	0.467867	0	0	0.139941	0	0	0
AT1G02410	18.5738	9.9162	9.24714	2.72195	38.2259	32.0087	36.4684	28.7953	30.77635	26.8565	46.801	2.77009
AT1G02420	3.70266	63.05865	0.303276	2.34422	1.06398	2.6429	3.8563	3.378435	2.18073	2.76687	1.38633	0.4078195
AT1G02430	2.54539	20.63795	0	0.74682	0	1.31693	1.72296	1.51358	1.46922	0.569702	0.4827	0.303363
AT1G02440	0.332798	1.4514065	0	0	0	0	0	0.1349216	0	0	0.219297	0
AT1G02450	17.9122	0.301076	0	0	0	0	0.623679	2.27367	0.868381	0.756016	1.37164	0.4436475
AT1G02460	1.17213	0.2565715	0.148194	0	0	0.0354913	0	0.01793825	0	0	0	0
AT1G02470	15.0931	0.2662875	0.341539	0	0	0	0.184741	0.363559	0.2181745	0.544206	0.639459	0
AT1G02475	18.415	1.275695	2.54893	0	0	2.54523	3.40732	7.96677	10.313255	4.15737	9.50088	3.524885
AT1G02480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02490	32.3115	0	0	0	0	0	0	0	0	0	0	0
AT1G02500	120.615	400.2705	63.5951	2.22514	15.3964	137.453	161.249	131.0895	160.7245	205.352	207.21	64.90545
AT1G02510	5.46209	31.98705	0	0	0.532213	0	0	0.0211547	0	0	0	0
AT1G02520	4.62768	4.908055	0.162535	0	0.0586688	0.063978	0.0528335	0.019385	0.0981356	0.091876	0.0873077	0.651295
AT1G02530	0.675943	5.95582	0.7626	0	0	0.0528802	0.0998824	0.10776	0.08680375	0.0797566	0.0315277	0
AT1G02540	0.137814	1.308297	0	0	0	0	0	0	0	0	0	0
AT1G02550	0	1.766875	0	0	0	0	0	0.02057235	0	0	0	0
AT1G02560	93.8124	134.6915	9.60472	0	0	87.1625	124.56	141.659	234.9645	159.463	71.0734	36.63495
AT1G02570	0	0.976409	0	0	0	0	0	0	1.416025	0.264371	0	1.6936
AT1G02575	0	1.98306	0	2.07299	0	0.0544785	0	0	0	0	0	0
AT1G02580	0.0442422	0.0728005	0	0.606224	0	0.0247533	0.0330894	0	0	0	0.0441	0
AT1G02590	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02600	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02610	1.24018	0	0	22.4468	0	4.03944	1.11835	0.265986	0.6561885	0	1.95315	13.9408
AT1G02620	0.140131	0.5091	0.827037	0	0	0	0	0	0	0	0	1.076512
AT1G02630	2.03846	0.173289	0	0	0	0	0	0	0	0	0	0
AT1G02640	12.8474	8.37342	0.0450573	0	0.983758	1.83205	4.6335	7.97126	7.219375	0.641363	0.0387018	40.6205
AT1G02650	0.210612	5.59908	0.353653	0	20.1048	0.779368	0.624559	0.5421325	0.750432	0.426741	0.232642	0.111281
AT1G02660	3.17354	2.6438	2.87376	723.014	37.3076	1.22352	1.68021	1.95005	1.190375	2.13929	2.17442	59.75445
AT1G02670	4.61936	183.4945	0.377891	0.288604	5.58788	1.19954	1.13307	1.646275	0.709687	0.514591	0.13455	0.2430745
AT1G02680	15.0385	87.0466	18.4288	0	0	78.0263	73.0237	59.1467	64.1865	47.5713	73.2625	1.930315
AT1G02681	0.244157	0.0765265	0.733635	2.706	0	51.5371	3.99727	0.960935	0.3556525	0	0.498032	0
AT1G02690	20.0985	254.9695	24.5852	0.600302	0.274871	87.7906	88.0243	62.1673	41.5058	33.9423	2.78654	2.154265
AT1G02700	0.0517345	0	0.698739	0	0	0	0	0	0.1011908	0.108222	138.243	0.3771845
AT1G02710	0.55774	11.1584	0	0	0	0	0	0	0.3161005	0	2.41535	0
AT1G02720	9.77597	99.07375	2.92455	0.38756	10.0152	11.9507	15.4389	14.79685	20.29505	24.6601	34.8857	1.893605
AT1G02730	24.0251	29.0719	1.78568	0	0	30.2729	31.5062	28.92885	18.57105	28.5964	0.398171	13.653
AT1G02740	7.95726	0.2957665	6.725	0	0	6.45069	8.59928	10.57435	8.52852	6.20245	4.84718	2.365505
AT1G02750	9.72361	1.450745	3.27578	0	0	14.2062	12.4589	11.8428	16.29255	18.1101	27.3942	7.966635
AT1G02760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02770	3.12119	16.3508	11.0546	0	3.92661	14.2129	3.27218	1.44771	2.062225	0.435303	1.59904	0
AT1G02780	754.763	485.195	1208.49	4.77183	21.5258	3856.89	2199.55	1495.53	1681.755	1125.91	678.21	224.5025
AT1G02790	1.20E+02	1.24E+01	2.25E+03	4.63E+02	6.86E+02	5.06E+01	9.55E+00	2.19E-02	2.31E-02	0.00E+00	0.00E+00	3.45E-01
AT1G02800	22.7626	0.1050614	0.0640243	0	0	41.2349	32.7122	86.32935	45.31925	23.1114	0.108706	0.188563
AT1G02810	1.76759	0.2783838	0	0	5.62516	5.654	12.4245	13.47525	10.095825	11.5239	9.36169	12.20585
AT1G02813	100.182	0.3139285	0.345262	0	0	0	0.222359	0.0633752	0	0	0	0
AT1G02816	10.5407	3.157105	36.647	0.855517	5.13148	25.0044	13.1943	13.4445	34.655	29.7457	331.154	10.616655
AT1G02820	2.92196	1.327885	2.146	0.636385	0.629096	0.813321	0	0	0	0	0.290272	2.311255
AT1G02830	1.24221	0	0	0	0	0.740261	0.252719	0.1040134	0.109503	0	0	0
AT1G02840	82.0711	167.5495	31.3166	9.64602	28.8736	157.079	164.954	114.7855	97.4832	61.4724	40.043	22.21845
AT1G02850	17.17	0.2767755	0.114207	0.845771	0	0.0272141	0.0673241	0.0263105	0.334225	3.90916	291.448	2.39926
AT1G02860	3.54169	4.96338	1.55944	0	0	36.1791	43.9839	38.29155	50.9952	57.7643	18.3638	7.12444
AT1G02870	22.8286	77.62275	24.1958	0	0	178.292	103.93	63.49585	64.71685	22.4084	25.4534	3.523885
AT1G02880	15.4664	5.57715	1.64944	0.287219	0	5.35362	4.48043	4.42292	5.125125	3.44688	9.1111	3.110735
AT1G02890	14.6263	8.821785	1.37059	24.1678	10.7936	5.95174	6.96877	9.507985	7.751705	20.3581	42.3515	12.4587
AT1G02900	11.374	0	0	0	0	0	0	0.0460438	0	0	0.47802	37.63335
AT1G02910	15.9741	4.774365	0.759357	0	0.241853	8.35286	11.5234	15.1903	16.34705	14.2321	10.4154	4.35755
AT1G02920	0.0305231	0.74918	0	0	0	0	0	0	0	0	0	35.7157
AT1G02930	4.48339	0.335255	0.242807	0	0	4.37394	6.25644	3.59956	0.593064	0	0	26.52665
AT1G02940	0.434396	0.309161	0	0	0	0.725066	1.39729	0.5213185	0.0625094	0	0	0
AT1G02950	6.14098	0.225009	0	0	0	0	0	0	0	0	0	2.05762
AT1G02952	0.555754	0	0	0	0	0	0	0	0	0	0	0
AT1G02960	12.0437	42.3068	4.03279	5.03784	0.965754	2.52788	5.30529	7.03777	5.15892	5.80066	9.31566	2.370665
AT1G02965	0	8.418545	0	0	0	0	0.168023	0.0707659	0.053274	0	0	0
AT1G02970	3.2785	39.44925	0.512585	0	0	17.4211	20.0778	18.33665	17.3892	20.4668	3.25318	0.222034
AT1G02980	4.82381	26.7557	0.441203	0	23.9122	1.42229	0.303236	0.1072236	0.0384995	0	0	0
AT1G02990	4.75293	5.0599	0.619558	75.1067	8.84249	1.66492	3.24281	3.34935	2.07051	3.53519	5.23802	1.523715
AT1G03000	7.88136	29.6083	1.224	0	0	3.62804	4.33605	6.057015	4.28253	5.71797	4.19044	3.5902
AT1G03010	0.103158	0.78109	0.0735737	0	0	0	0	0	0	0	0	0.264934
AT1G03020	0.290755	0	0	0	0	0	0	0	0	0	0	3.291845
AT1G03022	0	0	0	0	0	0	0	0	0	0	0	0
AT1G03030	10.198	12.3029	8.35645	0	0	14.3439	15.7815	21.1758	25.49565	18.318	36.3688	1.611153
AT1G03040	31.4741	1.7481175	1.24744	0	0	46.8933	37.0884	51.81615	45.6848	58.5364	62.6523	0.4807205
AT1G03050	2.42503	4.41477	11.4924	183.389	401.354	2.74184	0.530985	0.0149339	0	0.159231	0.145122	0.0837745
AT1G03055	0.947852	0	0	0.814634	0.918918	0.560855	0.407018	0.1941705	0.169966	0	0.641395	0
AT1G03060	5.22583	90.6125	0.735099	243.763	8.32515	1.65084	1.62636	1.824375	1.505775	2.18139	1.61307	5.965115
AT1G03070	1.44831	28.61735	10.1742	1.92994	1289.04	1.25104	0.226835	0.144291	0.4394255	0.346134	5.96771	0.184647
AT1G03080	19.4136	5.124605	0.558774	0.19963	6.26107	0.557178	0.19166	0.2204655	0.516803	1.72748	3.69487	8.19729
AT1G03090	10.5256	6.83948	2.10381	0.0680693	0.398761	3.10095	5.04192	7.167915	7.715975	8.35014	12.6133	18.37215
AT1G03100	1.75822	9.17072	0.390509	0	0	2.20567	2.05312	2.521785	1.457135	1.1049	1.07805	0.411998
AT1G03103	0	0	0	0	0	0	0	0	0	0.281827	2.03402	0
AT1G03106	0.0919243	0	0.380198	0.872994	423.275	0.0897504	0	0.2823565	6.685105	76.6339	541.13	0
AT1G03110	12.045	6.453725	5.99135	0	20.5677	50.7079	59.7149	47.89805	35.68275	28.4146	6.64254	1.195929
AT1G03120	4.42637	0.95202	28.1505	0	0	26.609	10.9934	11.4851	16.6433	38.3041	65.6884	0
AT1G03130	110.208	3.645275	0.640157	0.808057	0	12.5907	24.8817	105.68925	545.891	463.074	197.017	155.4175
AT1G03140	31.4674	95.0504	12.6449	5.3415	8.85697	53.5423	50.7427	46.60415	39.08475	40.7596	32.5328	12.3412
AT1G03150	18.3552	55.20125	18.5181	0.288201	0	84.1442	59.1733	36.2476	45.98055	19.1846	23.2632	11.922825
AT1G03160	14.4132	88.7741	0.364045	0	0	5.57499	5.87066	8.79375	12.0804	14.9299	4.69793	6.188565
